Số 323





	Khi đến nhà Karmis, Sirone kiểm tra lại trang phục rồi bước về phía cổng vòm của cổng chính.
	Kuan hét lên. Không phải vì anh ấy đau đớn. Mọi thứ tạo nên anh ấy, bao gồm cả nhận thức mà anh ấy vừa có, đều biến mất khi 30 gram thịt bị xé toạc.



	Biệt danh của anh, Pháp sư chiến trường, xuất phát từ kiếm thuật kỳ diệu cho phép anh hạ gục đối thủ mọi lúc, mọi nơi, nhưng điều đó cũng có thể thực hiện được nhờ vào khả năng hoạt động và di chuyển thiên tài của anh.



	Nếu không có gót chân Achilles, sẽ không có thiên tài. Ông không còn là phù thủy chiến trường nữa.



	“Ughhhhhhh……!”



	Kuan không thể đứng dậy. Anh không thể đứng dậy. Tuy nhiên, anh vẫn dang tay và bò lên sườn núi. Anh có thể nghe thấy tiếng rền rĩ của những chiếc chuông gió quanh anh. Giọng nói của 28 người, mỗi người thốt ra một âm tiết, là điều mà anh sẽ không bao giờ quên trong suốt quãng đời còn lại.



	- Ngươi chỉ còn là một mảnh vụn của sự vật mà thôi.



	Kuan tiếp tục bò. Anh không sợ chết vì anh đã mất tất cả. Tuy nhiên, anh không thể bỏ rơi 40 thành viên của mình và từ bỏ mạng sống của chính mình.



	- Quằn quại như một con bọ.



	“Ghê quá! Im đi!”



	- Sủa như chó.



	“Giết hắn đi! Tôi bảo giết hắn!”



	- Nói với chủ của ngươi đi. Ông ấy đã cứu mạng ngươi. Vẫy đuôi và nói với ông ấy đi.



	Khi gió trong cối xay gió mạnh hơn, tiếng lửa nổ lách tách có thể nghe thấy. Đối với Kuan, cảm giác như thế giới đang bốc cháy.



	Anh ngã sấp mặt xuống đất, nắm chặt tay. Anh không thể chống đỡ được nữa. Anh không thể ngăn cản những niềm tin mà anh đã dành cả cuộc đời để theo đuổi khỏi việc rơi xuống vực thẳm.



	“Ghê quá!”



	Tiếng hét của Kuan vang vọng khắp khu rừng ma nơi chiếc chuông gió đã biến mất.





	“…….”



	Quan Vũ mở mắt, sắc mặt vẫn lạnh lùng, nhưng trên trán lại lấm tấm mồ hôi lạnh.



	"Mẹ kiếp."



	Tôi không thể cử động một ngón tay như thể bị kéo xuống. Luôn luôn như vậy sau khi mơ thấy cối xay gió. Tôi phải bị đông cứng như một xác chết trong 10 phút. Giống như ngày hôm đó 10 năm trước khi gân Achilles của tôi bị cắt.



	Kuan, người đã trốn thoát khỏi Rừng Ma như thể đang chờ đợi, đã bất tỉnh khi trở về và được đưa vội đến Tormia.



	Người ta đưa tin rằng Teraze đang bảo vệ Dark Cult, nhưng đúng như dự đoán, điều đó chẳng có tác dụng gì đến tình hình.



	Tiểu đoàn tìm kiếm tiếp tục chiến đấu trong một trận chiến cục bộ chậm chạp, bao vây dãy núi trong khoảng một tháng trước khi giải tán.



	Có vẻ như đã có một số thỏa thuận với Đế chế Kashan, nhưng từ đó trở đi, đó là vấn đề của các chính trị gia chứ không phải Kuan can thiệp.



	Kuan không thể trở thành anh hùng. Những sự kiện ngày hôm đó đã biến mất vào ngõ cụt của lịch sử mà thậm chí không nhắc đến tên của Feng Zhang.



	Quân đội đã đề nghị ông một vị trí chỉ huy tiểu đoàn kỵ binh. Đó là một sự thăng chức hai cấp, nhưng ông không thể không biết rằng điều đó chỉ nhằm mục đích làm ông im lặng.



	Kuan đã chọn cả thế giới. Tâm trí của anh ta đã bị hủy hoại đến mức không thể cầm kiếm được nữa.



	Tôi đã sống như một kẻ thất bại trong một thời gian. Nghĩ đến đồng đội của mình, tôi thậm chí không dám mơ đến việc tự tử, và tôi cũng không có bất kỳ người giúp đỡ thích hợp nào.



	Rồi một ngày nọ, theo gợi ý của người bạn duy nhất, Kiyora Ellis, anh được phân công đến Trường Kaizen Kenjutsu.



	'Nó đang di chuyển rồi.'



	Quan rời khỏi giường, khập khiễng đi đến cửa sổ, khi anh kéo rèm, ánh nắng buổi sáng chiếu vào chiếc bàn cũ.



	Có rất nhiều giấy tờ lộn xộn.



	Mặc dù tiêu đề khác nhau, chẳng hạn như 'Quan điểm phân tâm học về hiện tượng siêu việt', 'Nhập thể' và 'Mối tương quan giữa ý chí và hiện tượng', nhưng chủ đề thì giống nhau.



	Góc bàn đầy những tờ ghi nhớ ghi lại suy nghĩ của riêng ông.



	Kuan nhìn xuống chúng với đôi mắt khô khốc rồi dùng tay quét sạch chúng đi.



	Anh ta đã thu thập tất cả thông tin về sự siêu việt của tâm trí, nhưng anh ta vẫn chưa đạt đến nó. Giả sử anh ta có thể di chuyển cơ thể mình bằng ý chí. Nhưng ý chí là cái quái gì? Anh ta vẫn khập khiễng. Dù anh ta có cố gắng đi thế nào đi nữa, nó vẫn không hiệu quả.



	'Ozent Liên.'



	Ai có thể dự đoán được?



	Sự thật là một cậu bé không có bất kỳ tài năng nào lại có thể làm được điều mà thiên tài nổi tiếng thế giới Kuan không thể làm được.



	'Chắc chắn tôi không phải là người duy nhất ngu ngốc phải không?'



	Kuan lắc đầu, hắn biết sự thật, kiếm của hắn đã bị gãy, ngay khi gân Achilles của hắn bị xé rách, kiếm thần cũng đã dời mắt khỏi hắn.



	'Một năm nữa đã kết thúc.'



	Hôm nay là ngày cuối cùng của học kỳ thứ hai của trường đấu kiếm. Môn mà anh phụ trách đo lường cho các học viên là quyền anh, và đặc biệt là đấu vật.



	Ngay cả khi Lian có thể sử dụng siêu việt thần thánh, cô cũng không thể chịu được sức mạnh được tăng cường của những người sử dụng lược đồ.



	Có lẽ hôm nay sẽ lại là một ngày khốn khổ với anh, nhưng mặt khác, anh tò mò về kết quả của nửa năm qua.





	* * *





	Tess bước vào phòng thay đồ cùng các học viên nữ khác trong nhóm.



	Đấu vật là một mục đánh giá đòi hỏi phải tiếp xúc vật lý chặt chẽ, nhưng vì sự phân biệt giới tính không có ý nghĩa trong trường đấu kiếm nên mọi người đều phải cởi áo khi được đánh giá.



	Tuy nhiên, phụ nữ được phép mặc áo ba lỗ.



	Tess gặp khó khăn khi mặc áo ba lỗ. Cô ấy có thân hình to lớn và nhiều mỡ, vì vậy cô ấy phải nhét chúng vào.



	=======================================





Số 346





	Các bạn cùng lớp nhìn cô với ánh mắt ghen tị.



	"Tess. Tôi luôn cảm thấy như vậy, nhưng bạn có một cơ thể thực sự đẹp. Bạn có tập thể dục hay gì đó không?"



	“Còn luyện tập thì sao? Khó mà theo kịp được quá trình luyện tập. Mà cũng chẳng tốt đẹp gì. Nếu như hôm nay tôi bị kẹt trong một trận cận chiến như thế này thì thực sự rất khó chịu.”



	Donggi mỉm cười buồn bã như thể anh đã hiểu.



	“Bởi vì nếu anh cứ tiếp tục như vậy, anh sẽ gặp đủ loại người. Cũng có những gã lén lút theo dõi anh. Tất nhiên, nếu anh làm thế với tôi, tôi sẽ bẻ gãy lưng anh.”



	Một động cơ khác xuất hiện.



	“Đúng là bất lợi, phải cạnh tranh với quái vật cơ bắp chỉ ăn thịt mười bữa một ngày.”



	Tess, mặc áo ba lỗ và quần áo tập luyện, nói.



	“Dù sao cũng có một số sự kiện có lợi cho phụ nữ. Dù sao thì, vì đây là đánh giá cuối cùng, chúng ta hãy cố gắng hết sức.”



	“Ừ. Khi tôi được nghỉ phép, tôi sẽ ngủ trước. Và giảm bớt cơ bắp. Tôi chắc chắn sẽ có bạn trai trong năm nay.”



	Người bạn của tôi vừa thay quần áo vừa hỏi trong khi nhẹ nhàng duỗi người.



	“Đúng rồi, Tess thế nào rồi? Lian và Jindo vẫn như cũ chứ? Đứa nhỏ kia thật sự rất hờ hững.”



	Tess, cong đầu gối lại và kéo lòng bàn chân lên mông, bật cười.



	“Ha ha! Không sao đâu, Liên có hoài bão lớn, nếu bạn trai tôi thành công thì tốt cho tôi.”



	“Ôi trời, đừng như vậy nữa. Cứ thử tán tỉnh các kiểu đi. Khi một cô gái xinh đẹp như em thích anh, anh sẽ không thể cúi đầu trước em đâu.”



	“Tôi đã nói rồi, thực sự không sao đâu. Tôi không phải là đang trốn tránh hay gì cả.”



	Anh ấy cười trừ trước mặt bạn bè, nhưng thực ra, cảm xúc thực sự của anh ấy lại khác. Leon gần đây ít nói hơn trước. Rõ ràng là anh ấy có điều gì đó trong đầu, nhưng anh ấy không bao giờ nói gì cả.



	'Cái quái gì thế? Anh làm thế với tôi à?'



	Tôi quyết định chờ đến hôm nay. Vì dù sao ngày mai cũng là ngày nghỉ, tôi có thể hỏi về những mối quan tâm nghiêm túc mà không phải lo lắng gì.



	Khi họ rời khỏi phòng thay đồ, các học viên đang đi dọc hành lang đến sân tập. Một người đàn ông bước ra khỏi đám đông và tiến đến gần Tess. Tess ngay lập tức tỏ ra không hài lòng, nhưng anh ta, đã quen với cảnh tàn sát, nói chuyện với họ bằng ánh mắt trìu mến.



	“Xin chào, Tess? Gặp lại bạn ở đây nhé.”



	"Đương nhiên là chúng ta sẽ gặp nhau vì chúng ta ở cùng một tòa nhà. Nếu ai đó nghe thấy, họ sẽ nghĩ rằng chúng ta đã gặp nhau ở địa ngục."



	Tên của người đàn ông này là Barayor. Anh ta xuất thân từ một gia đình hạng nhất và cha anh ta hiện là Thứ trưởng Bộ Quốc phòng Tormia.



	Ông đã biết Tess từ thời thơ ấu như một người đồng chí lâu năm và một chỉ huy thuộc địa.



	Với khuôn hàm vuông vắn, mái tóc vàng hoe và đôi mắt sâu thẳm, anh ta hấp dẫn bất kỳ ai nhìn thấy. Cơ thể anh ta săn chắc và kiếm thuật của anh ta rất xuất chúng, vì vậy đã có tin đồn trong giới thượng lưu rằng anh ta sẽ là của hồi môn.



	Tuy nhiên, cá mú đã chọn Tess làm lựa chọn đầu tiên để trở thành người phụ nữ của mình. Không chỉ gia tộc Elsaine hùng mạnh, mà vẻ đẹp và vóc dáng của cô cũng quá đủ để trở thành đối thủ của anh.



	“Tess, tối nay chúng ta ăn tối nhé? Em đã luyện tập chăm chỉ trong nửa năm rồi.”



	“Xin lỗi, nhưng tôi không thể. Tôi có hẹn trước với Liên.”



	“Đừng nói dối. Mỗi học viên đều biết tên khốn đó sẽ không chấp nhận anh. Tại sao anh lại làm thế? Anh có thể ăn tối với một người bạn cũ mà.”



	“Không, tôi không thích anh, cũng không muốn Liên biết đến anh. Cho nên, chúng ta hãy quên đi tình cảm cũ, giả vờ như không quen biết nhau.”



	Cá mú thở dài. Nó không hiểu tại sao Tess, một người thông minh và có lý trí rõ ràng, lại quá chú ý đến Lian.



	Kỹ năng của anh ta không tốt lắm và anh ta không có tương lai. Làm sao một công tố viên thậm chí không thể sử dụng một sơ đồ có thể trở thành một chỉ huy?



	“Tess, em phải suy nghĩ thật kỹ. Em còn định hành động như trẻ con đến bao giờ? Em cũng có một giấc mơ. Em có thể thực hiện nó cùng anh. Lian sẽ không bao giờ có thể khiến em hạnh phúc.”



	Tess ngậm chặt miệng như thể việc trả lời chẳng đáng chút nào. Rockfish cảm thấy bức tường sắt trong mắt cô. Tuy nhiên, anh càng làm vậy, ham muốn chiếm hữu cô của anh càng mạnh mẽ hơn.



	"Tess. Em đang làm gì thế? Đi thôi."



	Khuôn mặt lạnh lùng của Tess sáng bừng lên ngay lập tức. Thậm chí không chào cá mú, cô chạy đến chỗ Lian đang đợi ở cuối hành lang.



	'Đứa trẻ đó... ...!'



	Cá mú trừng mắt nhìn Liên, run rẩy vì nhục nhã. Nhưng như thường lệ, Liên chỉ quay đi với vẻ mặt thờ ơ trong mắt, xua tan ý định giết người.



	Lian và Tess đều im lặng. Lian gần đây rất im lặng, và Tess lo lắng Lian sẽ quan tâm đến mối quan hệ của cô với cá mú.



	Chỉ sau khi họ rời khỏi tòa nhà, Lian mới lên tiếng.



	“Con cá mú đó lại làm phiền cậu nữa à?”



	Tess vội vã xua tay.



	“Không. Anh định làm gì nếu tôi làm phiền anh? Anh không làm phiền tôi chứ? Tôi đã bảo anh đừng nói chuyện với tôi nữa mà.”



	“Đừng lo lắng. Tôi không quan tâm.”



	Tess bĩu môi. Nếu Lian biết về cá mú thì sẽ đau đầu lắm, nhưng sau khi nghe câu trả lời hờ hững của cô, cô cảm thấy mình bị đối xử như thể mình không đáng kể, điều đó thật khó chịu.



	“Rian. Gần đây…….”



	“Shirone đã trở nên mạnh mẽ đến mức nào rồi?”



	Tess giữ im lặng. Cô mong đợi điều gì? Ngay từ đầu, cô đã không có chỗ trong suy nghĩ của Lian.



	Lý do Lian phải trải qua quá trình huấn luyện khắc nghiệt mỗi ngày là để trở thành một hiệp sĩ có thể cạnh tranh với Shirone, người đang phát triển với tốc độ chóng mặt.



	Điều này là tự nhiên nếu đó là mối quan hệ chủ tớ trong lời thề hiệp sĩ.



	Tuy nhiên, vì Shirone cũng là một người bạn quý giá của cô nên vấn đề là đôi khi cô quên mất mối quan hệ của họ.



	Tess gạt bỏ sự bực bội và vỗ nhẹ vào vai Lian.



	"Ngươi hẳn là trở nên mạnh hơn rất nhiều. Shirone là một thiên tài. Nhưng ngươi cũng đã cố gắng hết sức. Nếu ngươi nhìn thấy bộ dạng của ngươi bây giờ, ngươi sẽ bị sốc và sửng sốt."
