Số 92





	“Tên của bạn là Harvest.”
	“Hả? Anh thực sự không biết sao?”



	Khi Lian nhìn cô với vẻ bối rối, Tess nhận ra điều đó là sự thật và tỏ ra bối rối.



	"Ngươi ngốc sao? Không có cách nào các huấn luyện viên thả chúng ta đi. Bọn họ có lẽ đang báo cáo mọi chuyện đang xảy ra ngay lúc này."



	Dự đoán của Tess là đúng. Piger bị gãy xương và bị đuổi học, những đứa trẻ khác trong Nhóm 1 theo sau cậu cũng đã hoàn thành thời gian thử việc nhưng được thông báo rằng chúng sẽ không được nhận vào học.



	Và Lian… … đã vào Trường Kaizen Kenjutsu với tư cách là học viên đứng đầu trong số 30 người đỗ kỳ thi, mặc dù điểm luyện tập của anh không được tốt lắm.





	Tess mỉm cười ngượng ngùng, nhếch khóe môi khi nhớ lại lần đầu tiên gặp Lian.



	“Đó là Lian, nhưng giờ cô ấy đang lảng vảng ở vị trí cuối cùng.”



	“Im lặng đi. Sao tự nhiên lại nhắc đến chuyện cũ? Ai bảo anh làm số một?”



	“Ha ha, vẫn là quá tuyệt vời, nếu là ta, ta sẽ cảm thấy tự ti, nhưng nhìn thấy ngươi một ngày không nghỉ ngơi, đều không có tu luyện.”



	"Anh đang nói về sự tự ghét bỏ bản thân. Tôi đã tốt nghiệp từ lâu rồi."



	“Nhưng mà, ngươi không lo lắng sao? Dù sao ngươi đã vào đại học, phải tốt nghiệp, làm một công tố viên danh tiếng, nếu cứ tiếp tục như vậy, chẳng phải sẽ không có cơm ăn, không có chỗ ở sao?”



	“……Ngươi thật sự quyết tâm giết chết tinh thần của ta.”



	“Anh đang nói gì vậy! Tôi nói thế vì tôi thực sự lo lắng. Tôi cũng tò mò. Điều gì thúc đẩy anh?”



	Lian nhìn lên bầu trời và nghĩ, “Đây chính là động lực thúc đẩy.” Nếu bạn nghĩ về điều đó, cô ấy đang ở trong một vị trí thoải mái hơn so với những học viên khác.



	“Sẽ rất tuyệt nếu tôi có thể tạo dựng tên tuổi của mình với tư cách là một công tố viên, nhưng không thì cũng không sao. Tôi chỉ cần trở nên mạnh mẽ hơn. Vì chúa tể của tôi.”



	“Sư phụ? Người đang nói gì vậy?”



	“Ồ, tôi đã tuyên thệ hiệp sĩ.”



	Tess mở to mắt. Giống như hỏi đứa trẻ hàng xóm rằng cô sẽ cưới ai và nghe nó nói rằng nó đã có hôn phu.



	“Thật sao? Em còn chưa tới hai mươi tuổi sao?”



	Lời thề của hiệp sĩ là lời cam kết mà một hiệp sĩ chỉ có thể thực hiện một lần trong đời. Do đó, khi chọn một lãnh chúa, họ sẽ cân nhắc cẩn thận về tương lai và triển vọng.



	“Bạn ổn chứ? Anh ta là người như thế nào? Anh ta có phải là người tôi quen không?”



	Tess đoán rằng anh ta hẳn phải là một người nổi tiếng. Một anh hùng chiến tranh, một bộ trưởng hoàng gia, hoặc có lẽ là một lãnh chúa địa phương. Xét cho cùng, nếu bạn định giao phó toàn bộ cuộc đời mình cho một ai đó, bạn phải ít nhất là nổi tiếng như vậy.



	“Shirone.”



	“Shirone? Ừm, Shirone… Tôi không biết. Cô làm nghề gì?”



	“Bạn tôi. Hiện tại anh ấy đang theo học tại một trường dạy phép thuật ở quê tôi.”



	Tess há hốc mồm kinh ngạc. Một người bạn? Và một học trò, thậm chí còn không phải là một phù thủy thực thụ.



	“Ngươi đang nghĩ cái gì vậy? Dù có thân thiết đến đâu, cũng không cần phải tuyên thệ hiệp sĩ. Ồ, thật sao…?”



	Tess đột nhiên cảm thấy bất an. Có một trường hợp tuyên thệ phong tước hiệp sĩ cho một người không nổi tiếng cũng không có triển vọng.



	“Đứa trẻ tên Shirone… có phải là con gái không?”



	“Ngươi điên rồi sao? Ngươi đang nghĩ gì vậy? Cho dù ta không có tài năng, ta cũng sẽ không thề nguyện trở thành kỵ sĩ như vậy.”



	“Thật sao? Ừm.”



	Tess thở phào nhẹ nhõm.



	“Dù sao thì, đừng nói nhảm nữa. Tôi tin rằng Shirone sẽ trở thành người giỏi nhất. Đó là lý do tại sao tôi liều mạng.”



	Hôm nay Lian trông khác lạ. Thành thật mà nói, đó là mối liên kết giữa các chàng trai, nhưng chỉ có người có địa vị đáng kể mới tuyên thệ trở thành hiệp sĩ.



	'Mày là thằng nào thế? Sironera… … .'



	Vào lúc đó, một ý tưởng hay lóe lên trong đầu tôi. Trong lúc tôi đang suy nghĩ về cách đưa chủ đề này ra, tôi đã tìm thấy một ý tưởng hay có tên là Shirone.



	“Anh có thể chỉ cho tôi đứa trẻ tên Shirone được không?”



	“Cái gì? Sao anh lại nhìn bạn tôi?”



	“Anh khoe khoang như vậy, tôi không chịu được tò mò, tóm lại là phải kiếm việc làm trước rồi mới đi học chứ?”



	“Có đột ngột không? Hơn nữa, Shirone ở Creas. Nơi đó rất xa đây.”



	“Sao thế? Học kỳ sẽ kết thúc trong vài ngày nữa. Dù sao thì gia đình tôi cũng đang ở vùng đất bị chiếm đóng, nên không có ai để gặp. Chúng ta hãy đi chơi ở Creas. Đúng rồi, có một hòn đảo ở phía nam, đúng không? Đó là một điểm du lịch, vì vậy tôi luôn muốn đến đó. Chúng ta hãy cùng đi chơi với Shirone.”



	Giống như đã chuẩn bị trước, lời nói của Tess tuôn ra không chút do dự. Khi Lian nghe vậy, suy nghĩ của cô thay đổi. Tất nhiên, cô không muốn ra ngoài một mình với Tess, nhưng nếu Shirone tham gia, thì lại là một câu chuyện khác.



	“Ừm, với Shirone… Nhưng mà ba người chúng ta đi cùng nhau thì có hơi ngượng không? Tôi không phải là người dễ gần nhất. Nhất là với con gái.”



	Ánh mắt Tess sáng lên khi nhìn thấy thái độ tích cực của Lian. Một mặt, cô cảm thấy ghen tị với sự thay đổi đột ngột của anh, người thường không để ý đến cô.



	“Nói Shirone cũng mang theo một cái đi. Ở trường phép thuật chắc hẳn có một số cô gái mà cậu quen biết. Chúng ta sẽ ra ngoài và chơi hai đấu hai. Một chuyến đi theo cặp. Thế nào?”



	Đó là chuyến đi dành cho hai người. Nghe có vẻ vui. Trên hết, vì Lian chỉ nghĩ đến việc đi chơi với Shirone sau khi học kỳ kết thúc, nên không có lý do gì để từ chối.



	“Được rồi, để tôi suy nghĩ đã.”



	Anh ta nói vậy, nhưng như thể anh ta đã cho phép rồi. Tess gật đầu với vẻ mặt hài lòng.



	“Được rồi. Vậy thì chúng ta hãy hoàn thành bài đánh giá thực tế cuối cùng theo phong cách cho kỳ nghỉ.”



	Sau khi hầu hết các học viên hoàn thành phần đánh giá thực hành, đến lượt Tess.



	“Elsa Tess, số 47. Sẵn sàng để đánh giá!”



	Khi Tess hét lên ở vạch xuất phát của đường đua vượt chướng ngại vật, Kuan cong ngón tay ra hiệu.



	“Đi thôi.”



	Tess chạy nhanh nhất có thể qua những chướng ngại vật được hạ xuống như limbo. Tuy nhiên, cô không thể không đứng im trước những chướng ngại vật có lưỡi kiếm thấp hơn chiều cao ngồi của cô.



	Mặc dù cô đã nắm vững sơ đồ này sớm hơn những người khác, nhưng hôm nay là lần đầu tiên cô trải nghiệm lực hấp dẫn bên ngoài.



	Do bản chất của các lược đồ ảnh hưởng đến cơ thể, nên hiếm khi mọi người nắm vững các lược đồ trong những năm hình thành của họ. Và ngay cả khi họ làm được, thì đó cũng không phải là một thực hành được khuyến khích.



	Tess bình tĩnh thực hiện cú va chạm đầu tiên. Sóng xung kích từ cú va chạm được truyền qua sơ đồ.



	'Di chuyển trọng tâm ra đây!'



	Lực hấp dẫn bên ngoài không phải là phép thuật. Nó chỉ đơn giản là một lực quán tính mạnh mẽ chế ngự lực hấp dẫn. Với sự tự tin đó, Tess ngả người ra sau.



	'Được rồi!'



	Cơ thể của Tess lướt qua dưới lưỡi kiếm theo đường hình quạt. Đó không phải là may mắn. Tất cả quá trình luyện tập mà cô đã thực hiện cho đến nay mà không sử dụng trọng lực bên ngoài đã dẫn đến kết quả này.



	“Elsa Tess, số 47. Hoàn thành đường đua vượt chướng ngại vật!”



	Khi Tess dang rộng tay và báo cáo, các học viên vỗ tay vang dội, nhưng tim cô đập mạnh đến nỗi cô không thể nghe thấy gì cả.



	'Tôi đã làm được rồi. Điều này thực sự có thể.'



	Sự chỉ bảo của Kuan không phải là vô ích. Anh đã luyện tập với suy nghĩ này ngay từ đầu.



	'Ngay cả khi một giáo viên có tính cách bị tổn thương thì người đó vẫn là giáo viên.'



	Tess, người thậm chí còn thực hiện động tác chiến đấu đường phố một cách hoàn hảo, đã tự tin giành giải nhất. Chỉ còn lại một vài người tham gia, có vẻ như không ai có thể vượt qua được màn trình diễn này.



	“Số 52, Ozent Lian. Sẵn sàng đánh giá!”



	Đến lượt Lian, lông mày của Kuan nhíu lại. Dù sao thì anh cũng không có kỳ vọng gì. Nhưng vì thế, anh là một học sinh kỳ lạ khiến anh cảm thấy mong đợi.



	“Thử xem.”



	Liên đạp đất, xông về phía trước, vượt qua chướng ngại vật không cần sơ đồ với kỹ năng siêu việt. Tuy nhiên, vấn đề là chướng ngại vật cuối cùng.



	'Vụ va chạm đầu tiên!'



	Hắn giậm mạnh xuống đất, thân trên nghiêng về phía trước, cùng lúc đó, ánh mắt của Quan Vũ lóe lên.



	Lian cảm thấy có điều gì đó kỳ lạ. Lưỡi kiếm không hiểu sao lại hướng về phía cổ cô.



	'Hả?'



	Kuan bay với tốc độ kinh hoàng và đá vào mặt Lian. Lian lăn trên mặt đất và không thể đứng dậy trong một thời gian dài. Khi anh ta cố gắng nâng phần thân trên của mình lên, một người hướng dẫn tức giận khập khiễng đi về phía anh ta.



	“Thằng nhóc kia! Mày điên à? Mày muốn chết đến thế sao? Mày bán cái lược đồ đó ở đâu mà lại nhét cổ vào lưỡi dao thế?”



	Lian tỉnh lại, nhảy dựng lên và hét lớn.



	“Tôi xin lỗi! Nhưng tôi đã làm thế! Sơ đồ…….”



	“Mày đang nói cái quái gì thế? Mày không biết sơ đồ là gì sao? Những người không biết sơ đồ thì bị loại khỏi kỳ thi thực hành!”



	“Không! Tôi chắc chắn đã vượt qua! Tôi đã làm bài kiểm tra sức mạnh và đã vượt qua!”



	“Cái gì, Inma? Tập luyện sức mạnh? Cô lấy đâu ra lời nói dối đó vậy…….”



	Rèn luyện sức mạnh là một bài kiểm tra để kiểm tra xem sơ đồ có đúng không bằng cách nâng gấp đôi trọng lượng cơ thể. Nhìn xung quanh, Kuan tính toán cân nặng của Lian và tìm ra thứ phù hợp.



	“Này, đến đây và nghe điều này.”



	Đó là tảng đá lớn còn sót lại sau khi xây dựng sân tập.



	Lian hít một hơi thật sâu rồi bước đi. Thành thật mà nói, cô không thể không lo lắng, vì cô đã cố gắng hết sức để vượt qua bài kiểm tra sức mạnh.



	“Hô hô!”



	Lian đang ôm tảng đá, dùng hết sức lực để thẳng lưng, cô lấy lại thăng bằng trên đôi chân run rẩy và giơ tay lên, khiến tảng đá nặng nề trôi nổi trên đầu cô.



	Kuan dùng đầu ngón tay ấn vào người Lian, sắc mặt anh ta tối sầm lại khi rung động truyền đến các sợi cơ.



	'Cái quái gì vậy.'



	Đó không phải là một lược đồ.



	Tôi đã đào tạo nhiều học viên, nhưng đây là lần đầu tiên tôi thấy một người có quá ít tài năng như vậy.



	Cho dù bạn có tài năng đến đâu, nếu bạn được đào tạo ở cơ sở tốt nhất, cuối cùng bạn sẽ trở thành một schemata. Tuy nhiên, Lian thậm chí còn không thể làm được điều đó.



	Tất nhiên, nếu bạn không có tài năng, bạn có thể đuổi họ đi. Có rất nhiều công tố viên đầy tham vọng trên thế giới.



	Nhưng Kuan không muốn bỏ rơi Lian. Chính anh là người khiến anh cảm thấy như vậy.



	‘Tôi đã phải luyện tập nhiều đến mức nào… … .’



	Anh chàng này không đáng ghét. Không, anh ta có ý chí để được tôn trọng như một công tố viên. Tuy nhiên, có một vấn đề là ngăn chặn mọi thứ. Anh ta không có tài năng. Ngay cả khi anh ta chỉ có một chút, anh ta cũng có thể làm được điều gì đó, nhưng anh ta hoàn toàn không có tài năng.



	“Tôi xin lỗi, Lian, nhưng anh vẫn chưa nắm vững được sơ đồ.”



	Biểu cảm của các học viên trở nên vô lý, đây là lần đầu tiên trong nửa năm nay, Kuan nói lời xin lỗi.



	“Không thể nào! Ngươi cầm cái này… tảng đá này! Vậy thì đây là cái quái gì?”



	Kuan thở dài nói.



	“Đó… chỉ là cơ bắp quá khỏe của anh thôi.”



	Liên lộ ra vẻ mặt kinh ngạc, một lát sau, tảng đá trong tay hắn rơi xuống đất, ầm một tiếng.
