Số 248





	Sự im lặng bao trùm nơi cơn gió đã đi qua.
	“Ngươi là người cao quý, ta biết có thể hơi quá đáng, nhưng xin hãy kiên nhẫn với ta một lát. Ta sẽ đưa ngươi đến cung điện ngay.”



	Shirone vừa lên xe ngựa liền nằm xuống giường. Đây là chiếc giường cô nằm mỗi ngày, nhưng vì nằm trong xe ngựa nên cô cảm thấy xa lạ.



	“Haha! Amy, chuyện này buồn cười thật.”



	Amy cũng mỉm cười, ngồi xuống giường đối diện.



	“Nó được gọi là xe ngựa nhà. Nó được trang bị các thiết bị giảm xóc, vì vậy nó có thể kéo dài khoảng 10 giờ mà không có vấn đề gì. Họ nói rằng nó tốn rất nhiều tiền để bảo trì, nhưng có vẻ như hoàng gia thì khác.”



	Reina nói.



	“Nhưng tốc độ di chuyển nhất định sẽ chậm, có lẽ đến nhanh sẽ an toàn hơn. Dù sao thì chúng ta cũng cần phải chuẩn bị đầy đủ.”



	Amy giơ tay lên.



	"Tôi sẽ canh chừng. Phù thủy có thể thức một ngày hoặc lâu hơn cũng được."



	Shirone lắc đầu.



	“Không, vậy thì chúng ta thay phiên nhau đứng cùng nhau nhé.”



	“Được rồi. Đến nơi là anh sẽ phát điên ngay thôi, nên hãy nghỉ ngơi đi.”



	Ngay cả khi có người hộ tống, điều quan trọng là không được mất cảnh giác. Ai đó phải bảo vệ nhóm. Amy nghĩ cô ấy là người phù hợp cho công việc này. Nhưng việc bố mẹ Shirone thức trắng đêm là không hợp lý.



	Reina cau mày như thể không hài lòng.



	“Cái gì, ngươi đang không để ý đến ta sao? Ta cũng có thể luyện chế! Lúc ta học tập, mấy ngày đều thức trắng đêm, ba người chúng ta thay phiên nhau luyện chế thì tốt hơn. Nếu không biết tình huống trong cung, một người mệt trước cũng không tốt.”



	Amy nghĩ rằng đó là điều đúng đắn nên nói, vì vậy cô ấy đi theo mà không nói một lời. Vincent và Olina đã yêu cầu được tham gia, nhưng những người bình thường không thể ngồi trên xe ngựa trong 24 giờ và thức trắng đêm.



	"Nghỉ ngơi thật nhiều. Nếu đã mệt rồi thì càng mất sức hơn."



	Vincent và Olina không còn cách nào khác ngoài việc nằm xuống giường. Tuy nhiên, họ nhanh chóng chìm vào giấc ngủ, như thể họ quá mệt mỏi để vượt qua nó.



	Ba người quyết định thay phiên nhau ngủ trên chiếc giường còn lại.



	Reina và Amy có thể ngủ cùng nhau, nhưng Shirone không thể ngủ với phụ nữ nên anh ấy phải dựa vào tường khi ngủ.



	Đã bao nhiêu thời gian trôi qua,



	Tôi ngủ thiếp đi sau khi thấy Reina đang đứng canh gác, nhưng Amy đã đến và đánh thức tôi dậy.



	“Shirone, nếu em mệt rồi, anh đứng thêm chút nữa nhé?”



	Shirone giật mình mở mắt, thậm chí không có lấy một phút chuẩn bị. Đến lượt cô, nghĩa là bốn giờ đã trôi qua.



	Tâm trí tôi minh mẫn hơn bao giờ hết, cơ thể không mệt mỏi. Tôi nghĩ mình đã hiểu tại sao giới quý tộc lại phải trả nhiều tiền để mua xe ngựa sang trọng.



	“Không sao đâu. Em cũng nên ngủ thêm một chút nữa. Không có chuyện gì xảy ra đâu, đúng không?”



	"Ừ. Yên tĩnh đến mức khiến người ta bất an. Nếu những người lính đang nói về điều gì đó, tôi có thể nghe thấy, nhưng có lẽ họ cảnh giác với sơ đồ, nên họ không nói một lời nào."



	Shirone gật đầu và đi đến giữa cỗ xe ngựa.



	“Được rồi. Cảm ơn, Amy.”



	"Cảm ơn."



	Amy bò đến bên Reina để chợp mắt một lát.



	Rồi đột nhiên anh ấy nhận ra điều gì đó và quay lại nhìn Shirone trong khi đang nằm sấp.



	Shirone không thể nhịn được cười trước vẻ ngoài giống mèo của cô ấy.



	“Tại sao? Tôi không ngủ được.”



	“Ồ, đúng vậy…….”



	Amy im lặng.



	Có một điều luôn ám ảnh tôi kể từ khi sứ giả từ Vương quốc Kazura đến thăm.



	“Shirone, nếu con trở thành hoàng gia……”



	Amy hỏi với vẻ quyết tâm.



	"Cậu không định học bất cứ thứ gì như phép thuật phải không?"



	"Hả?"



	“Đúng vậy. Từ đó về sau, ngươi sẽ trở thành đệ nhất hoàng tử. Đương nhiên, ngươi phải được huấn luyện như một người kế nhiệm, sau đó ngươi sẽ không có thời gian để học phép thuật.”



	Shirone cười khúc khích.



	Bạn có luôn nghĩ như vậy không?



	Vâng, dạo này tôi bận suy ngẫm về bản thân mình đến nỗi không còn quan tâm đến việc người khác nghĩ gì nữa.



	“Amy, anh sẽ không trở thành hoàng tử đâu.”



	Mắt Amy mở to.



	“Anh đang nói gì vậy? Anh đang muốn chạy trốn à?”



	“Nếu đó là phương án cuối cùng, vậy thì tôi phải chạy trốn. Nhưng tôi sẽ thuyết phục họ đừng làm vậy. Cho dù họ là người sinh ra tôi, tôi cũng chỉ có hai người cha mẹ. Lý do tôi đến cung điện không phải là để trở thành người kế vị. Mà là để truyền đạt ý nguyện của tôi. Tôi sẽ trở về nhà, và tôi sẽ đến trường học phép thuật. Và….”



	Shirone do dự một lúc rồi lấy hết can đảm và lên tiếng.



	“Tôi chắc chắn sẽ giữ lời hứa với anh.”



	“Shirone……”



	Amy rất cảm động nhưng đồng thời cũng lo lắng.



	Cho đến nay, Shirone vẫn sống theo niềm tin của riêng mình và điều đó đã thành công, nhưng lần này, đối thủ lại khác.



	Gia đình hoàng gia không hề lý trí hay cảm xúc như Shirone nghĩ.



	Người hoàng gia là những người có trực giác.



	Những người nắm giữ thế giới trong tay và làm rung chuyển nó chỉ nghĩ đến quyết định đơn giản là có nên làm điều gì đó hay không.



	Nhưng ngay cả điều đó cũng phát triển đến mức tuyệt vời khi đạt đến cấp độ của một vị vua, vì vậy sự lựa chọn đơn giản đó có thể thúc đẩy hoặc làm thoái lui lịch sử.



	Đơn giản là không thể thay đổi cách suy nghĩ của người đó bằng lời nói.



	Tuy nhiên, Amy vẫn không nói gì.



	Bởi vì tôi muốn lưu giữ cảm giác còn đọng lại từ những lời cuối cùng của Shirone trong toa tàu càng lâu càng tốt.



	“Gặp lại sau nhé, Shirone.”



	Amy nằm xuống cạnh Reina và chợp mắt một lúc.





	@





	Reina đánh thức mọi người dậy bằng một tiếng thì thầm.



	“Dậy đi. Tôi nghĩ chúng ta đã đến cung điện rồi.”



	Amy thức dậy, dụi đôi mắt buồn ngủ. Nhìn qua khe cửa sổ, cô thấy trời vẫn chưa sáng.



	Nhưng cỗ xe không còn rung lắc nữa, tiếng vó ngựa vẫn có thể nghe rõ khi chạy trên con đường lát đá.



	Shirone mở cửa sổ nhìn ra bên ngoài. Trời tối và khó nhìn rõ, nhưng các tòa nhà đang đi qua. Họ đã vào thành phố. Tuy nhiên, không một ngôi nhà nào bật đèn.



	Một người lính cưỡi ngựa tiến đến và nói chuyện với Sirone.



	“Tôi xin lỗi. Tôi trực đêm nên không nhìn thấy bên ngoài. Tôi sẽ đóng cửa sổ lại.”



	Người gác cửa đóng sầm lại.



	Shirone quay lại nhìn, miệng chảy nước miếng. Reina và Amy cũng có vẻ mặt hoang mang.



	Amy bĩu môi.



	“Chậc! Vừa vào cung, người ta đột nhiên thay đổi.”



	“Chúng tôi không thể chắc chắn. Đây là lần đầu tiên anh ấy nói chuyện với chúng tôi. Đây là vấn đề cần cân nhắc cẩn thận.”



	Shirone cũng nghĩ rằng cách suy nghĩ của Reina là đúng.



	Từ giờ trở đi, đó là một cuộc đi trên dây. Một sai lầm hoặc hiểu lầm nhỏ nhất cũng có thể khiến mọi người gặp nguy hiểm.



	Khi chúng tôi bước vào lâu đài bên trong, mặt trời bắt đầu mọc. Một người lính gác gõ vào xe ngựa và thông báo rằng chúng tôi có thể thoải mái ngắm cảnh xung quanh.



	Shirone cảm thấy xa lạ ở một đất nước xa lạ. Dường như việc ra ngoài vào ban đêm, chứ đừng nói đến việc do thám, đều không được phép.



	'Nó chắc chắn cứng hơn Tormia. Tôi phải luôn ghi nhớ điều đó.'



	Cỗ xe đi qua hào nước lớn bao quanh lâu đài và tiến vào bên trong lâu đài.



	Mặc dù Cung điện Kazura không đẹp như một tòa nhà trên thiên đường nhưng quy mô của nó lại rất lớn.



	Khi đi được nửa đường, tiếng kèn hiệu vang lên.



	Đoàn quân nhạc xuất hiện, tất cả các quan chức cấp thấp của hoàng gia đều ra chào đón bằng tràng pháo tay.



	Shirone quay sang Reina trước lòng hiếu khách bất ngờ này.



	“Chuyện này xảy ra thế nào?”



	“Đúng vậy. Tôi không nghĩ là anh lại chào đón nó một cách cởi mở như vậy.”



	Đây chắc chắn là điều gì đó kỳ lạ, ngay cả với Reina.



	Nếu Vương quốc Kazura phát triển dưới sự bảo vệ của Teraze, thì sự tồn tại của Shirone chắc chắn sẽ là cái gai trong mắt phe của Nữ hoàng.



	'Tuy nhiên, không có vụ ám sát nào xảy ra, chứ đừng nói đến bất kỳ sự cố nào khác. Và trên hết, mức độ hiếu khách này… … .'



	Thực tế mà nói, tôi chỉ có thể nghĩ tới hai điều.



	Về phía Orkamp, họ hoặc là mạo hiểm mạng sống của mình trong vụ án của Shirone, hoặc về phía Teraze, họ thậm chí không hề suy nghĩ đến điều đó.



	Vì cả hai khả năng đều có thể xảy ra nên không thể xác định khả năng nào chắc chắn hơn.



	Tôi nhìn vẻ mặt của Shirone, nhưng anh ấy vẫn bình tĩnh.



	Mặc dù tình huống này chắc chắn căng thẳng hơn bất cứ điều gì khác, nhưng khi họ đến cung điện, sự lo lắng mà họ cảm thấy khi lên đường đã hoàn toàn biến mất. Đây cũng là sức mạnh của Shirone mà Reina ngưỡng mộ.



	Cũng giống như gia đình Ozent. Bình thường, cậu là một cậu bé ngây thơ như bao cậu bé khác cùng tuổi, nhưng khi nguy hiểm ập đến, cậu trở nên vô cùng lạnh lùng.



	'Ồ... ...giờ thì tôi là phù thủy đầy tham vọng nhất trong vương quốc.'



	Bản chất của Shirone vẫn vậy, nhưng mọi thứ tạo nên anh ấy đều khác trước. Sau khi đọc một bài viết về Shirone trên tạp chí Spirit, Reina đã hỏi một pháp sư rằng cô ấy biết Unlocker là gì.



	Người ta cho rằng đây là trạng thái tinh thần tuyệt vời nhất mà con người có thể đạt được.



	Sau khi biết được sự thật đó và gặp anh ấy, tôi không thể chỉ coi Shirone là một đứa trẻ như trước nữa.



	Lâu đài Kazura là một tòa nhà có diện tích khoảng 20.000 pyeong và có khoảng 1.000 cư dân.



	Lâu đài được thiết kế theo phong cách hiếu chiến hơn là vẻ ngoài lộng lẫy, và có lẽ vì lý do này mà lối vào hẹp hơn các lâu đài khác.



	Nhưng ngay khi bước vào, một hội trường lớn hiện ra, rộng đến nỗi khiến tôi nghĩ đến một cung điện hoàng gia.



	Phía sau tấm thảm đỏ nơi các quan chức cấp cao đứng theo thứ tự thâm niên là một ngai vàng trên các bậc thang, nơi Orkamp IV đang ngồi.



	Thật bất lịch sự khi nhìn vào mặt nhà vua, nhưng Shirone và nhóm của cô không thể rời mắt khỏi ông.



	Anh ta có mái tóc vàng giống như Shirone, và ấn tượng tao nhã khiến người ta khó có thể tin rằng anh ta là người cai trị một quốc gia. Tuy nhiên, năng lượng tỏa ra từ cơ thể anh ta không phải là bình thường.



	Mặc dù ông là một vị vua, nhưng ông cũng chỉ là một con người bình thường dưới bầu trời này, nhưng chắc chắn có điều gì đó khác biệt ở một người nắm giữ mạng sống của hàng triệu người trong tay.



	'Người đó… … .'



	Nếu bạn đặt Orkamp và Sirone cạnh nhau, bạn sẽ nghĩ họ là cha và con.



	Cảm giác đó không giống như một định mệnh, nhưng vì chúng tôi đã xa nhau 18 năm nên tôi phải cân nhắc đến sự khác biệt về môi trường.



	Shirone và đoàn của cô đã thực hiện buổi lễ theo đúng quy định.



	Nhưng Orkamp thậm chí không phản ứng gì mà chỉ nhìn chằm chằm vào mặt Sirone.



	“Ngẩng đầu lên.”



	Shirone nhìn vào mắt Orkamp.



	Ánh mắt của nhà vua thu hút tôi và làm rung động trái tim tôi. Đó là hào quang của một vị vua mà tôi không thể cảm nhận được từ một thanh tra hay một pháp sư.



	Nhưng chẳng mấy chốc, anh đã lấy lại bình tĩnh và trở lại trạng thái bình tĩnh. Anh đang ở trạng thái giống như kim cương, không bị lay chuyển bởi ý muốn của người khác.



	Lúc đó mắt Orkamp sáng lên như thể anh ấy rất ngạc nhiên.



	‘Cậu ấy có thực sự là con trai của tôi không… … .’



	=======================================





Số 268





	Orkamp giơ tay chào đón họ.



	“Ngươi hẳn là rất vất vả mới đi được đến nơi này. Shirone, ngươi có biết vì sao ngươi lại tới đây không?”



	“Vâng, tôi biết.”



	"Được rồi, chúng ta hãy nói về chi tiết sau. Chuyến đi chắc hẳn rất gian nan, nên hãy cho họ một căn phòng và đãi họ một ít đồ ăn."



	Người quản gia trưởng giám sát công việc của hoàng gia cúi đầu.



	“Đã hiểu, bệ hạ.”



	Shirone lại ngẩng đầu lên và nhìn Orkamp.



	Đó là cuộc đoàn tụ đầu tiên giữa cha và con trai sau 18 năm. Nhưng tôi không thể nghe được bất kỳ lời nói riêng nào từ ông.



	Đây có phải là ý nghĩa của việc trở thành một vị vua không? Khi bạn nắm giữ danh hiệu vua, bạn thậm chí không thể bày tỏ cảm xúc cá nhân của mình sao?
